"分類: NDC","棚番号-段","タイトル","編著者","発行者","発行年","言語","注記：原著名／仮訳、ISBN等","貴重書","タグ"
"232.8","25-7","ポンペイ : 完全復元2000年前の古代都市      (Newtonムック. Newtonビジュアルサイエンスシリーズ)","サルバトーレ・チロ・ナッポ(Nappo, Salvatore Ciro) 著,  横関 裕子 訳","ニュートンプレス","1999.9","","","",""
"","","","","","","","","",""
"236","25-7","Navarra por mil caminos","Janvier Pagola Lorente","Gobierno de Navarra","2001","スペイン語","ISBN: 8423518051","",""
"236","25-7","Navarra en la mano","textos y fotografías, Luis Azpilicueta y José María Domench","Gobierno de Navarra, Departamento de Presidencia","1991","","ISBN: 842351501X","",""
"236","25-7","El Retiro : un parque para todos","edita: Reeal Academia de Bellas Artes de San Fernando","Área de Gobierno de Medio Ambiente y Servicios a la Ciudad Calcografía Nacional","2006","スペイン語","ISBN: 8496406067
Subject: El Retiro (Madrid) Historia","",""
"236","25-7","Almadén : apuntes históricos de la vida de un pueblo","Ismael Mansilla Muñoz, Fernando Amazares Toledano","Universidad Popular, Grupo de Estudios de Almadén y Comarca","1997","スペイン語","","",""
"236","25-7","Patrimonio Histórico del Ferrol de la Ilustración : inventario e identificación de los bienes de interés cultural","Juan Antonio Rodríguez-Villasante Prieto","Concello de Ferrol, Concejalía de Cultura /  Comisión para el Estudio y Valoración del Patrimonio Histórico de Ferrol","2004","スペイン語","Ferrol: スペイン、ガリシア州ア・コルーニャ県の都市
","",""
"","","","","","","","","",""
"","","","","","","","","",""
"248","25-7","Victoria Falls : the smoke that thunders","all colour photographs by D. Allen, PhotoSafari & D. Allen Slide Library","PhotoSafari","1997","英語","ISBN: 0797417478","",""
"","","","","","","","","",""
"709 ","25-7","ユネスコ世界遺産年報 2010　特別対談・世界遺産とともに歩んで　（ 2010, No.15）","平山 郁夫 総監修, 日本ユネスコ協会連盟世界遺産専門委員会 監修　","(社)日本ユネスコ協会連盟","2009.12","","古都奈良の文化財","",""
"","","","","","","","","",""
"095.6","25-7","『季刊 文化遺産』第4号 秋冬号  特集: シルクロード; シリーズ 2","「文化遺産」編集室　制作","財団法人 島根県並河萬里写真財団","1997.10","","トルファン","",""
"095.6","25-7","『季刊 文化遺産』第11号 秋冬号  特集: シルクロード・シリーズ 4","「文化遺産」編集室　制作","財団法人 島根県並河萬里写真財団","2001.4","","大谷探検隊, 石見銀山遺跡の輝き（ユネスコ世界遺産暫定リスト搭載記念企画）","",""
"","","","","","","","","",""
"212.2","25-7","都市平泉の遺産      (日本史リブレット  18)","入間田 宣夫 著","山川出版社","2003.7 ","","","",""
"","","","","","","","","",""
"709.35","25-7","フランスに於ける歴史的環境保全：重層的制度と複層的組織、そして現在      (叢書 文化財保護制度の研究　ヨーロッパ諸国の文化財保護制度と活用事例　フランス編)","独立行政法人 文化財研究所 東京文化財研究所 国際文化財保存修復協力センター 編","独立行政法人 文化財研究所 東京文化財研究所 国際文化財保存修復協力センター","2005.3","","","",""
"709","25-7","Social quality in the conservation process of living heritage","Ping KONG","International Forum on Urbanism （IFoU）","2008","英語","","",""
"709","25-7","危機の中の巨像たち : 救おう人類の遺産 / Save Our Common Heritage  ","日本ユネスコ協会連盟 編","社団法人日本ユネスコ協会連盟","1981","","","",""
"520.4","25-7","イメージゲーム　ー異文化との遭遇","磯崎 新 著","鹿島出版会","1990.11","","磯崎, 新, 1931-2022","",""
"520.4","25-7","始源のもどき : ジャパネスキゼーション","磯崎 新 著","鹿島出版会","1996.3","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"629.21 ","25-8","日本庭園と石　　(庭園學講座 6)","京都芸術短期大学(講義：尼崎 博正 ほか）","京都芸術短期大学 / 京都造形芸術大学日本庭園研究センター ","1999.8","","","",""
"629.21 ","25-8","宮廷の庭　　(庭園學講座 9)","京都造形芸術大学日本庭園歴史遺産研究センター(講義：尼崎 博正 ほか）","京都造形芸術大学日本庭園研究センター","2002.8","","","",""
"629.21 ","25-8","文化財庭園の保存管理技術　　(庭園學講座 10)","京都造形芸術大学日本庭園歴史遺産研究センター(講義：尼崎 博正 ほか）","京都造形芸術大学日本庭園研究センター","2003.8","","","",""
"629.21 ","25-8","近代数寄者の庭 : 植治をめぐる人々　（庭園学講座 17）","京都造形芸術大学日本庭園・歴史遺産研究センター","京都造形芸術大学日本庭園・歴史遺産研究センター","2010.8","","","",""
"629.21 ","25-8","日本庭園のモダンとポストモダン　（庭園学講座 20）","京都造形芸術大学日本庭園・歴史遺産研究センター","京都造形芸術大学日本庭園・歴史遺産研究センター","2013.8","","","",""
""," ","","","","","","","",""
"","","","","","","","","",""
"210.2","25-8","特別史跡平城京左京三条二坊宮跡庭園復原整備報告","奈良市教育委員会 編　","奈良市教育委員会","1986.3","","","",""
"","","","","","","","","",""
"629.21 ","25-8","論集  日本の庭園観光 : 歴史と現状    (科学研究費助成事業基盤研究C「我が国の庭園観光の適切かつ持続的推進に向けた研究」成果観光物)","小野 健吉 著","小野 健吉","2022.3","","令和3年度文部科学省科学研究費助成事業基盤研究C(課題番号：19K12547)","",""
"629.21 ","25-8","観光資源としての庭園 (1) (平成27年度「観光資源としての庭園」に関する研究会報告書) 
 (科学研究費基盤B「歴史と現状からみた庭園の観光資源としての可能性に関する研究 : 欧州との比較から」)","研究代表者：小野 健吉","小野 健吉","2017.3","","文部科学省科学研究費助成事業基盤研究B(課題番号：26283021)","",""
"629.21 ","25-8","観光資源としての庭園 (2) (平成28年度および平成29年度「観光資源としての庭園」に関する研究会報告書) 
 (科学研究費基盤B「歴史と現状からみた庭園の観光資源としての可能性に関する研究 : 欧州との比較から」)","研究代表者：小野 健吉","小野 健吉","2018.3","","文部科学省科学研究費助成事業基盤研究B(課題番号：26283021)","",""
"","","","","","","","","",""
"709.1","25-8","史跡等の整備・活用の長期的な展開：経年によるソフト・ハードの変化と再生      (平成26年度 遺跡整備・活用研究集会報告書 )","国立文化財機構奈良文化財研究所文化遺産部遺跡整備研究室  編","国立文化財機構奈良文化財研究所文化遺産部遺跡整備研究室(奈良)","2015.12","","","",""
"709.1","25-8","名勝地保護関係資料集       (科学研究費補助金 基盤研究B「 	東アジアを中心とした名勝地の保護に関する研究」)  	","平澤毅, 奈良文化財研究所 [著]","[平澤毅]","2015.3","","文部科学省科学研究費補助金研究成果報告書 基盤研究B(課題番号：25292214)の成果の一部を取りまとめたもの ","",""
"","","","","","","","","",""
"629.21 ","25-8","岡山城と後楽園 : 平成11年度岡山後楽園築庭300年記念特別展図録","岡山県立博物館 編","岡山県立博物館","2000.2","","会期: 2000年2月4日-3月5日 ","",""
"629.21","25-8","何有荘庭園における歴史的変遷と復元的考察  (2008年度修士論文, 指導教員：尼崎博正教授）","加藤 友規 著","京都市造形芸術大学院芸術研究科芸術環境専攻  加藤友規","2009.3","","","",""
"629.21","25-8","名勝居初氏庭園(天然図画亭)修理工事報告書","建築研究協会 編","居初寅夫","1991.3","","","",""
"210.0254","25-8","調布市深大寺城山遺跡 : 神代植物公園城山地区整備　　(調布市埋蔵文化財調査報告 32)","調布市遺跡調査会 編","調布市教育委員会 /  調布市遺跡調査会 ","1996.3","","","",""
"521.86","25-8","名勝会津松平氏庭園(楽寿亭)修理工事報告書","(財)文化財建造物保存技術協会 編","(財)会津保松会(会津若松)","1985.10","","","",""
"521.8","25-8","国指定史跡名勝　旧有備館及び庭園保存修理工事報告書","岩出山町教育委員会 編","宮城県岩井山町","1979.3","","","",""
"709.1","25-8","雙ケ丘の風景の変遷　　 (奈良国立文化財研究所 第58冊,  研究論集 10  抜粋)","小野 健吉 著 ","小野 健吉 (飛鳥藤原宮跡発掘調査部)","1999.12","","","",""
"629.21 ","25-8","中世民衆社会における造園職能民　 (兵庫県立淡路景観園芸学校紀要, 景観園芸研究 抜粋)","林まゆみ 著 ","林まゆみ ","2002.3","","博士論文, 授与大学名 :京都大学","",""
"629.21 ","25-8","学習と作品の風景 : 「教師」そして「にわ師」の六十年 : 1949~2008","近藤 公夫 著 ","近藤 公夫 ","2009.11","","","",""
"629.21 ","25-8","日本の「にわ」、その源に想う","近藤 公夫 著 ","近藤 公夫 (奈良女子大学名誉教授，日本造園学会元国際代表)","2016","","別タイトル:日本のにわその源に想う","",""
"202.5","25-8","ある遺跡学","近藤 公夫 著 (奈良女子大学名誉教授, 平城宮跡指導委員会元整備部会長）","[近藤公夫]","2016","","別タイトル:Landscape arts for monumental heritages","",""
"521.818","25-8","奈良屋記念杉本家保存会  (パンフレット)","奈良屋記念杉本家保存会 ","公益財団法人 奈良屋記念杉本家保存会 ","","","","",""
"","","","","","","","","",""
"521.82","25-8","彦根城の修築とその歴史","彦根城博物館 編","彦根市教育委員会","1995.7","","会期: 平成7年7月23日～8月22日 ","",""
"521.818","25-8","史料からみた清風荘の建築 : 建造物調査報告書","京都大学名勝清風荘庭園整備活用委員会","京都大学名勝清風荘庭園整備活用委員会","2011.3","","","",""
"521.818","25-8","史跡朝鮮通信使遺跡鞆福禅寺境内  福禅寺本堂保存修理工事報告書","(財)文化財建造物保存技術協会 編著","福禅寺本堂保存修理委員会(福山) / 広島県 ","2000.8","","","",""
"210.02","25-8","史跡小谷城跡環境整備事業報告書","湖北町教育委員会 (滋賀県)","湖北町教育委員会 (滋賀県)","1976.3","","","",""
"210.025","25-8","越前朝倉氏・一乗谷 : 眠りからさめた戦国の城下町 	","福井県立一乗谷朝倉氏遺跡資料館 編","福井県立一乗谷朝倉氏遺跡資料館","2005.2","","平成10年度に京都と横浜で開催した巡回展図録のデザインを一新して刊行したもの","",""
"210.0254","25-8","史跡真壁城跡  6  中城中央部の調査概要       (史跡真壁城跡発掘調査報告  第6集)","桜川市教育委員会(桜川)","桜川市教育委員会(茨城県)","2009.3","","","",""
"521.8","25-8","文化遺産としての幕末蝦夷地陣屋・囲郭の景観復原 : GIS・3次元画像ソフトの活用      (平成22～25年度 科学研究費補助金 基盤研究(B) 研究成果報告書 (その2))","研究代表者：戸祭 由美夫 ","奈良女子大学","2014.1","","文部科学省科学研究費補助金研究成果報告書(その2) ","",""
"629.21","25-8","南山城・宇治地域を中心とする歴史遺産・文化的景観の研究      (京都府立大学文化遺産叢書 第1集)","菱田 哲郎 編","京都府立大学文学部歴史学科","2009.3","","","",""
""," ","","","","","","","",""
"682.125","25-8","山形県歴史の道調査報告書  総集編   昭和56年度","山形県教育委員会 編","山形県教育委員会","1982.3","","","",""
"","","","","","","","","",""
" 569.3","25-8","中国と日本の古代絵画の太湖石　（長岡造形大学研究紀要　第9号抜刷）","飛田 範夫 著","長岡造形大学","2012","","抜刷(69-76P)","",""
